agent_id,persona_base,persona_mixture,income_monthly,housing_ratio,wtp_monthly,bed_need,sf_pref_low,sf_pref_high,floor_pref,noise_tol,elasticity,cultural_fit,availability_month,style_words,amenity_rank
A0840,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.188, 'affluent_couple': 0.173, 'med_resident': 0.25, 'retired_urbanite': 0.067}",7145.0,0.311,2172,1,442,633,high,high,1.09,0.66,2,"['soft_light', 'warm_wood', 'modern_lux']","['gym', 'quiet_zone', 'package_room']"
A0841,young_pro,"{'young_pro': 0.275, 'grad_student_intl': 0.257, 'affluent_couple': 0.212, 'med_resident': 0.178, 'retired_urbanite': 0.078}",10207.0,0.285,2964,1,629,760,med,med,0.94,0.47,1,"['matte_black', 'modern_lux', 'soft_light']","['24hr_access', 'gym', 'laundry_shared']"
A0842,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.248, 'affluent_couple': 0.231, 'med_resident': 0.091, 'retired_urbanite': 0.107}",9669.0,0.304,3047,1,543,690,med,low,1.02,0.79,1,"['task_lighting', 'minimal', 'art_display']","['wifi', 'community_room', 'gym']"
A0843,young_pro,"{'young_pro': 0.257, 'grad_student_intl': 0.222, 'affluent_couple': 0.241, 'med_resident': 0.17, 'retired_urbanite': 0.11}",4708.0,0.266,1193,1,488,652,med,med,1.05,0.42,6,"['budget_friendly', 'task_lighting', 'matte_black']","['bike_storage', 'roof_deck', 'laundry_shared']"
A0844,young_pro,"{'young_pro': 0.317, 'grad_student_intl': 0.24, 'affluent_couple': 0.165, 'med_resident': 0.193, 'retired_urbanite': 0.086}",9749.0,0.268,2699,1,617,790,med,med,0.96,0.35,1,"['minimal', 'soft_light', 'compact']","['quiet_zone', 'wifi', 'gym']"
A0845,grad_student_intl,"{'young_pro': 0.265, 'grad_student_intl': 0.35, 'affluent_couple': 0.159, 'med_resident': 0.11, 'retired_urbanite': 0.115}",6916.0,0.314,2252,1,474,669,low,high,1.01,0.76,27,"['art_display', 'budget_friendly', 'task_lighting']","['roof_deck', 'laundry_shared', 'quiet_zone']"
A0846,young_pro,"{'young_pro': 0.337, 'grad_student_intl': 0.245, 'affluent_couple': 0.179, 'med_resident': 0.093, 'retired_urbanite': 0.147}",7381.0,0.302,2136,1,473,610,low,med,0.86,0.35,9,"['warm_wood', 'task_lighting', 'classic']","['package_room', 'wifi', 'bike_storage']"
A0847,young_pro,"{'young_pro': 0.332, 'grad_student_intl': 0.202, 'affluent_couple': 0.191, 'med_resident': 0.139, 'retired_urbanite': 0.136}",7129.0,0.275,2022,2,650,852,low,med,0.84,0.5,5,"['warm_wood', 'soft_light', 'budget_friendly']","['study_lounge', 'gym', 'laundry']"
A0848,young_pro,"{'young_pro': 0.268, 'grad_student_intl': 0.173, 'affluent_couple': 0.248, 'med_resident': 0.168, 'retired_urbanite': 0.144}",9845.0,0.327,3225,1,677,864,med,low,1.21,0.68,7,"['soft_light', 'warm_wood', 'task_lighting']","['in_unit_laundry', 'concierge', 'laundry']"
A0849,young_pro,"{'young_pro': 0.269, 'grad_student_intl': 0.254, 'affluent_couple': 0.17, 'med_resident': 0.199, 'retired_urbanite': 0.107}",7705.0,0.302,2403,1,663,810,low,med,1.17,0.54,3,"['matte_black', 'warm_wood', 'classic']","['gym', 'bike_storage', 'roof_deck']"
A0850,young_pro,"{'young_pro': 0.292, 'grad_student_intl': 0.204, 'affluent_couple': 0.248, 'med_resident': 0.171, 'retired_urbanite': 0.085}",7273.0,0.31,2339,2,473,689,high,med,1.0,0.35,1,"['minimal', 'soft_light', 'warm_wood']","['gym', 'package_room', 'laundry_shared']"
A0851,young_pro,"{'young_pro': 0.286, 'grad_student_intl': 0.273, 'affluent_couple': 0.208, 'med_resident': 0.17, 'retired_urbanite': 0.063}",8402.0,0.262,2123,2,377,565,med,low,1.05,0.62,1,"['soft_light', 'compact', 'minimal']","['roof_deck', 'in_unit_laundry', 'gym']"
A0852,young_pro,"{'young_pro': 0.326, 'grad_student_intl': 0.223, 'affluent_couple': 0.198, 'med_resident': 0.139, 'retired_urbanite': 0.113}",8251.0,0.292,2294,1,591,839,med,med,1.23,0.56,3,"['compact', 'minimal', 'soft_light']","['package_room', 'elevator_proximity', 'gym']"
A0853,young_pro,"{'young_pro': 0.311, 'grad_student_intl': 0.255, 'affluent_couple': 0.171, 'med_resident': 0.118, 'retired_urbanite': 0.145}",5815.0,0.298,1705,1,376,604,low,low,0.87,0.78,1,"['non_slip', 'matte_black', 'calm_tone']","['study_lounge', 'gym', 'quiet_zone']"
A0854,grad_student_intl,"{'young_pro': 0.284, 'grad_student_intl': 0.289, 'affluent_couple': 0.143, 'med_resident': 0.168, 'retired_urbanite': 0.116}",10467.0,0.301,3074,1,529,773,high,low,0.98,0.67,2,"['modern_lux', 'art_display', 'minimal']","['concierge', 'study_lounge', 'community_room']"
A0855,young_pro,"{'young_pro': 0.285, 'grad_student_intl': 0.257, 'affluent_couple': 0.237, 'med_resident': 0.153, 'retired_urbanite': 0.067}",8119.0,0.297,2393,1,516,782,med,low,0.92,1.0,1,"['modern_lux', 'minimal', 'soft_light']","['study_lounge', 'bike_storage', 'roof_deck']"
A0856,grad_student_intl,"{'young_pro': 0.236, 'grad_student_intl': 0.323, 'affluent_couple': 0.145, 'med_resident': 0.122, 'retired_urbanite': 0.175}",7958.0,0.293,2397,0,472,704,low,low,0.88,0.34,1,"['modern_lux', 'compact', 'matte_black']","['bike_storage', 'accessibility', 'gym']"
A0857,young_pro,"{'young_pro': 0.26, 'grad_student_intl': 0.209, 'affluent_couple': 0.209, 'med_resident': 0.155, 'retired_urbanite': 0.166}",10624.0,0.279,3109,2,531,745,med,low,0.88,0.59,2,"['warm_wood', 'modern_lux', 'soft_light']","['in_unit_laundry', 'gym', 'bike_storage']"
A0858,young_pro,"{'young_pro': 0.322, 'grad_student_intl': 0.283, 'affluent_couple': 0.22, 'med_resident': 0.095, 'retired_urbanite': 0.081}",10309.0,0.295,2956,1,362,582,med,low,1.04,0.43,10,"['matte_black', 'compact', 'budget_friendly']","['gym', 'concierge', 'roof_deck']"
A0859,young_pro,"{'young_pro': 0.336, 'grad_student_intl': 0.204, 'affluent_couple': 0.224, 'med_resident': 0.146, 'retired_urbanite': 0.089}",10847.0,0.285,3170,2,665,893,low,med,0.84,0.77,4,"['budget_friendly', 'matte_black', 'minimal']","['roof_deck', 'concierge', 'gym']"
A0860,affluent_couple,"{'young_pro': 0.248, 'grad_student_intl': 0.199, 'affluent_couple': 0.276, 'med_resident': 0.213, 'retired_urbanite': 0.064}",10272.0,0.309,3026,1,715,861,low,low,0.96,0.72,1,"['soft_light', 'warm_wood', 'budget_friendly']","['roof_deck', 'gym', 'bike_storage']"
A0861,affluent_couple,"{'young_pro': 0.231, 'grad_student_intl': 0.243, 'affluent_couple': 0.277, 'med_resident': 0.158, 'retired_urbanite': 0.091}",7879.0,0.324,2560,3,568,703,low,high,1.1,0.71,2,"['budget_friendly', 'modern_lux', 'art_display']","['roof_deck', 'gym', 'concierge']"
A0862,young_pro,"{'young_pro': 0.362, 'grad_student_intl': 0.257, 'affluent_couple': 0.165, 'med_resident': 0.106, 'retired_urbanite': 0.11}",6514.0,0.281,1811,0,414,601,high,med,1.06,0.47,5,"['budget_friendly', 'minimal', 'classic']","['laundry_shared', 'wifi', 'gym']"
A0863,young_pro,"{'young_pro': 0.347, 'grad_student_intl': 0.22, 'affluent_couple': 0.209, 'med_resident': 0.147, 'retired_urbanite': 0.078}",10076.0,0.269,2650,1,558,748,med,med,1.07,0.48,1,"['non_slip', 'warm_wood', 'soft_light']","['gym', 'in_unit_laundry', 'study_lounge']"
A0864,young_pro,"{'young_pro': 0.366, 'grad_student_intl': 0.239, 'affluent_couple': 0.169, 'med_resident': 0.089, 'retired_urbanite': 0.137}",7711.0,0.263,2086,1,565,778,high,low,0.94,0.29,8,"['minimal', 'matte_black', 'calm_tone']","['concierge', 'in_unit_laundry', 'package_room']"
A0865,young_pro,"{'young_pro': 0.336, 'grad_student_intl': 0.194, 'affluent_couple': 0.196, 'med_resident': 0.173, 'retired_urbanite': 0.101}",8474.0,0.304,2477,1,466,623,med,high,1.09,0.85,2,"['warm_wood', 'matte_black', 'modern_lux']","['laundry_shared', 'community_room', 'bike_storage']"
A0866,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.313, 'affluent_couple': 0.18, 'med_resident': 0.126, 'retired_urbanite': 0.058}",9256.0,0.329,3107,1,476,700,high,med,1.04,0.66,5,"['matte_black', 'minimal', 'non_slip']","['roof_deck', 'bike_storage', 'laundry_shared']"
A0867,young_pro,"{'young_pro': 0.412, 'grad_student_intl': 0.227, 'affluent_couple': 0.155, 'med_resident': 0.116, 'retired_urbanite': 0.089}",7686.0,0.324,2447,1,449,606,med,low,0.9,0.55,1,"['minimal', 'task_lighting', 'warm_wood']","['gym', 'bike_storage', 'study_lounge']"
A0868,young_pro,"{'young_pro': 0.286, 'grad_student_intl': 0.224, 'affluent_couple': 0.166, 'med_resident': 0.172, 'retired_urbanite': 0.153}",9471.0,0.267,2466,1,594,789,low,med,0.92,0.73,1,"['soft_light', 'calm_tone', 'task_lighting']","['laundry', 'study_lounge', 'wifi']"
A0869,grad_student_intl,"{'young_pro': 0.284, 'grad_student_intl': 0.348, 'affluent_couple': 0.129, 'med_resident': 0.112, 'retired_urbanite': 0.127}",7867.0,0.303,2341,0,332,576,med,med,1.0,0.7,5,"['matte_black', 'budget_friendly', 'modern_lux']","['package_room', 'gym', 'elevator_proximity']"
A0870,grad_student_intl,"{'young_pro': 0.231, 'grad_student_intl': 0.271, 'affluent_couple': 0.202, 'med_resident': 0.199, 'retired_urbanite': 0.097}",8323.0,0.312,2574,3,423,603,high,low,1.03,0.73,3,"['soft_brightness', 'calm_tone', 'budget_friendly']","['bike_storage', 'quiet_zone', 'roof_deck']"
A0871,young_pro,"{'young_pro': 0.301, 'grad_student_intl': 0.236, 'affluent_couple': 0.204, 'med_resident': 0.182, 'retired_urbanite': 0.078}",9934.0,0.292,2844,0,646,841,high,low,1.09,0.35,4,"['warm_wood', 'soft_light', 'minimal']","['elevator_proximity', 'package_room', 'gym']"
A0872,grad_student_intl,"{'young_pro': 0.301, 'grad_student_intl': 0.311, 'affluent_couple': 0.178, 'med_resident': 0.102, 'retired_urbanite': 0.107}",6685.0,0.273,1749,2,571,733,high,high,1.05,0.48,1,"['minimal', 'task_lighting', 'calm']","['package_room', 'quiet_zone', 'study_lounge']"
A0873,young_pro,"{'young_pro': 0.382, 'grad_student_intl': 0.228, 'affluent_couple': 0.166, 'med_resident': 0.138, 'retired_urbanite': 0.086}",10727.0,0.29,3113,1,544,777,low,low,1.1,0.62,2,"['task_lighting', 'matte_black', 'warm_wood']","['community_room', '24hr_access', 'laundry']"
A0874,young_pro,"{'young_pro': 0.345, 'grad_student_intl': 0.262, 'affluent_couple': 0.167, 'med_resident': 0.149, 'retired_urbanite': 0.077}",6636.0,0.281,1819,1,386,565,high,med,1.21,0.64,2,"['soft_light', 'calm', 'classic']","['study_lounge', 'gym', 'accessibility']"
A0875,affluent_couple,"{'young_pro': 0.24, 'grad_student_intl': 0.229, 'affluent_couple': 0.25, 'med_resident': 0.181, 'retired_urbanite': 0.1}",9167.0,0.299,2757,2,537,760,high,med,1.03,0.74,3,"['art_display', 'warm_wood', 'soft_light']","['roof_deck', '24hr_access', 'quiet_zone']"
A0876,young_pro,"{'young_pro': 0.278, 'grad_student_intl': 0.249, 'affluent_couple': 0.211, 'med_resident': 0.141, 'retired_urbanite': 0.12}",9130.0,0.261,2415,1,424,661,high,low,0.91,0.44,3,"['soft_light', 'calm', 'warm_wood']","['study_lounge', 'community_room', 'quiet_zone']"
A0877,young_pro,"{'young_pro': 0.342, 'grad_student_intl': 0.275, 'affluent_couple': 0.177, 'med_resident': 0.15, 'retired_urbanite': 0.057}",5485.0,0.317,1725,1,402,586,high,high,0.77,0.61,1,"['minimal', 'modern_lux', 'calm_tone']","['roof_deck', 'gym', 'concierge']"
A0878,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.275, 'affluent_couple': 0.214, 'med_resident': 0.123, 'retired_urbanite': 0.084}",6214.0,0.321,1989,1,539,679,med,low,0.96,0.92,6,"['modern_lux', 'minimal', 'art_display']","['community_room', 'in_unit_laundry', 'gym']"
A0879,young_pro,"{'young_pro': 0.276, 'grad_student_intl': 0.223, 'affluent_couple': 0.242, 'med_resident': 0.159, 'retired_urbanite': 0.099}",7880.0,0.254,2029,2,524,693,high,med,0.99,0.7,4,"['warm_wood', 'minimal', 'soft_light']","['community_room', 'concierge', 'gym']"
A0880,young_pro,"{'young_pro': 0.312, 'grad_student_intl': 0.241, 'affluent_couple': 0.195, 'med_resident': 0.172, 'retired_urbanite': 0.08}",7700.0,0.256,2051,1,536,715,med,med,0.91,0.72,2,"['calm', 'warm_wood', 'soft_light']","['concierge', 'roof_deck', 'package_room']"
A0881,grad_student_intl,"{'young_pro': 0.28, 'grad_student_intl': 0.301, 'affluent_couple': 0.195, 'med_resident': 0.134, 'retired_urbanite': 0.09}",7136.0,0.309,2258,1,393,508,med,med,0.95,0.59,4,"['non_slip', 'art_display', 'compact']","['study_lounge', 'roof_deck', 'elevator_proximity']"
A0882,young_pro,"{'young_pro': 0.326, 'grad_student_intl': 0.174, 'affluent_couple': 0.243, 'med_resident': 0.101, 'retired_urbanite': 0.157}",9137.0,0.278,2648,1,320,498,high,low,0.96,0.71,1,"['warm_wood', 'calm', 'soft_light']","['gym', 'study_lounge', '24hr_access']"
A0883,grad_student_intl,"{'young_pro': 0.287, 'grad_student_intl': 0.314, 'affluent_couple': 0.205, 'med_resident': 0.134, 'retired_urbanite': 0.06}",9019.0,0.263,2471,0,449,574,med,low,0.86,0.86,2,"['minimal', 'soft_light', 'art_display']","['laundry_shared', 'quiet_zone', 'study_lounge']"
A0884,affluent_couple,"{'young_pro': 0.242, 'grad_student_intl': 0.244, 'affluent_couple': 0.282, 'med_resident': 0.13, 'retired_urbanite': 0.102}",9891.0,0.306,3135,1,588,814,high,med,0.97,0.61,5,"['soft_light', 'matte_black', 'soft_brightness']","['roof_deck', 'package_room', 'quiet_zone']"
A0885,grad_student_intl,"{'young_pro': 0.238, 'grad_student_intl': 0.248, 'affluent_couple': 0.204, 'med_resident': 0.236, 'retired_urbanite': 0.074}",8657.0,0.294,2656,1,670,875,high,med,0.87,0.77,2,"['modern_lux', 'minimal', 'art_display']","['study_lounge', 'roof_deck', 'gym']"
A0886,grad_student_intl,"{'young_pro': 0.262, 'grad_student_intl': 0.27, 'affluent_couple': 0.18, 'med_resident': 0.192, 'retired_urbanite': 0.096}",9238.0,0.297,2851,2,495,648,med,low,1.08,0.45,2,"['non_slip', 'soft_light', 'matte_black']","['bike_storage', 'study_lounge', '24hr_access']"
A0887,young_pro,"{'young_pro': 0.266, 'grad_student_intl': 0.193, 'affluent_couple': 0.218, 'med_resident': 0.217, 'retired_urbanite': 0.106}",6954.0,0.25,1705,0,681,837,med,high,0.87,0.68,1,"['compact', 'minimal', 'soft_light']","['concierge', 'gym', 'laundry_shared']"
A0888,young_pro,"{'young_pro': 0.292, 'grad_student_intl': 0.222, 'affluent_couple': 0.252, 'med_resident': 0.161, 'retired_urbanite': 0.073}",10626.0,0.264,2798,1,527,734,med,med,0.97,0.73,1,"['soft_light', 'warm_wood', 'modern_lux']","['gym', 'bike_storage', 'in_unit_laundry']"
A0889,affluent_couple,"{'young_pro': 0.269, 'grad_student_intl': 0.232, 'affluent_couple': 0.303, 'med_resident': 0.15, 'retired_urbanite': 0.047}",9644.0,0.267,2458,0,561,764,low,low,0.81,0.48,1,"['soft_light', 'modern_lux', 'compact']","['bike_storage', 'package_room', 'wifi']"
A0890,young_pro,"{'young_pro': 0.275, 'grad_student_intl': 0.243, 'affluent_couple': 0.205, 'med_resident': 0.117, 'retired_urbanite': 0.161}",9716.0,0.293,2813,1,569,777,med,low,0.93,0.76,2,"['non_slip', 'classic', 'minimal']","['accessibility', 'concierge', 'package_room']"
A0891,young_pro,"{'young_pro': 0.264, 'grad_student_intl': 0.249, 'affluent_couple': 0.228, 'med_resident': 0.164, 'retired_urbanite': 0.096}",7977.0,0.293,2273,1,503,616,med,high,0.94,0.49,2,"['modern_lux', 'minimal', 'soft_brightness']","['gym', 'study_lounge', 'community_room']"
A0892,young_pro,"{'young_pro': 0.277, 'grad_student_intl': 0.19, 'affluent_couple': 0.218, 'med_resident': 0.23, 'retired_urbanite': 0.085}",10090.0,0.321,3147,1,486,659,high,high,0.99,0.47,4,"['soft_light', 'modern_lux', 'minimal']","['gym', 'roof_deck', 'laundry']"
A0893,young_pro,"{'young_pro': 0.318, 'grad_student_intl': 0.212, 'affluent_couple': 0.177, 'med_resident': 0.208, 'retired_urbanite': 0.085}",8088.0,0.258,2046,0,489,660,high,high,1.02,0.59,2,"['warm_wood', 'budget_friendly', 'soft_brightness']","['roof_deck', 'bike_storage', 'package_room']"
A0894,young_pro,"{'young_pro': 0.445, 'grad_student_intl': 0.211, 'affluent_couple': 0.143, 'med_resident': 0.097, 'retired_urbanite': 0.105}",10238.0,0.252,2492,1,599,761,high,low,1.14,0.88,3,"['compact', 'art_display', 'matte_black']","['gym', 'study_lounge', 'wifi']"
A0895,young_pro,"{'young_pro': 0.356, 'grad_student_intl': 0.248, 'affluent_couple': 0.231, 'med_resident': 0.098, 'retired_urbanite': 0.067}",9229.0,0.302,2841,1,605,787,low,med,0.9,0.64,1,"['calm', 'soft_light', 'compact']","['concierge', 'bike_storage', 'gym']"
A0896,young_pro,"{'young_pro': 0.337, 'grad_student_intl': 0.202, 'affluent_couple': 0.187, 'med_resident': 0.144, 'retired_urbanite': 0.13}",7044.0,0.317,2254,1,648,852,med,med,0.88,0.73,2,"['warm_wood', 'calm', 'minimal']","['package_room', 'laundry', 'accessibility']"
A0897,young_pro,"{'young_pro': 0.367, 'grad_student_intl': 0.238, 'affluent_couple': 0.209, 'med_resident': 0.099, 'retired_urbanite': 0.088}",8305.0,0.327,2692,2,574,783,med,low,1.03,0.48,4,"['budget_friendly', 'warm_wood', 'task_lighting']","['roof_deck', 'package_room', 'in_unit_laundry']"
A0898,young_pro,"{'young_pro': 0.253, 'grad_student_intl': 0.234, 'affluent_couple': 0.243, 'med_resident': 0.127, 'retired_urbanite': 0.143}",7405.0,0.258,1841,1,391,618,high,low,0.88,0.61,3,"['calm', 'task_lighting', 'minimal']","['gym', 'in_unit_laundry', 'community_room']"
A0899,young_pro,"{'young_pro': 0.3, 'grad_student_intl': 0.222, 'affluent_couple': 0.257, 'med_resident': 0.095, 'retired_urbanite': 0.126}",8138.0,0.309,2494,2,612,821,high,high,0.89,0.42,2,"['minimal', 'soft_brightness', 'warm_wood']","['study_lounge', 'roof_deck', 'elevator_proximity']"
A0900,grad_student_intl,"{'young_pro': 0.272, 'grad_student_intl': 0.287, 'affluent_couple': 0.208, 'med_resident': 0.145, 'retired_urbanite': 0.089}",7081.0,0.275,1895,1,502,634,high,med,0.82,0.5,7,"['non_slip', 'task_lighting', 'warm_wood']","['24hr_access', 'in_unit_laundry', 'elevator_proximity']"
A0901,young_pro,"{'young_pro': 0.324, 'grad_student_intl': 0.228, 'affluent_couple': 0.225, 'med_resident': 0.139, 'retired_urbanite': 0.084}",10248.0,0.282,2900,1,607,737,med,low,0.73,0.72,2,"['soft_light', 'matte_black', 'calm']","['24hr_access', 'bike_storage', 'laundry_shared']"
A0902,young_pro,"{'young_pro': 0.363, 'grad_student_intl': 0.238, 'affluent_couple': 0.221, 'med_resident': 0.115, 'retired_urbanite': 0.062}",7274.0,0.277,1996,1,680,849,high,low,1.11,0.59,2,"['matte_black', 'minimal', 'warm_wood']","['bike_storage', 'package_room', 'roof_deck']"
A0903,young_pro,"{'young_pro': 0.298, 'grad_student_intl': 0.282, 'affluent_couple': 0.123, 'med_resident': 0.173, 'retired_urbanite': 0.124}",7735.0,0.25,1969,2,620,753,med,med,1.07,0.8,3,"['budget_friendly', 'warm_wood', 'matte_black']","['community_room', 'elevator_proximity', 'gym']"
A0904,young_pro,"{'young_pro': 0.274, 'grad_student_intl': 0.268, 'affluent_couple': 0.231, 'med_resident': 0.116, 'retired_urbanite': 0.111}",9231.0,0.307,2724,2,603,741,med,low,0.89,0.56,1,"['warm_wood', 'minimal', 'soft_light']","['bike_storage', 'gym', 'wifi']"
A0905,young_pro,"{'young_pro': 0.292, 'grad_student_intl': 0.218, 'affluent_couple': 0.2, 'med_resident': 0.194, 'retired_urbanite': 0.096}",7091.0,0.313,2222,2,443,672,high,med,0.98,0.56,3,"['warm_wood', 'minimal', 'calm']","['quiet_zone', 'laundry', 'gym']"
A0906,young_pro,"{'young_pro': 0.303, 'grad_student_intl': 0.247, 'affluent_couple': 0.206, 'med_resident': 0.172, 'retired_urbanite': 0.072}",10178.0,0.32,3279,3,649,810,med,low,0.9,0.78,7,"['task_lighting', 'minimal', 'non_slip']","['gym', 'concierge', 'bike_storage']"
A0907,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.264, 'affluent_couple': 0.173, 'med_resident': 0.087, 'retired_urbanite': 0.153}",10003.0,0.306,3181,2,701,919,high,med,1.03,0.49,5,"['soft_light', 'warm_wood', 'minimal']","['concierge', 'in_unit_laundry', 'laundry_shared']"
A0908,affluent_couple,"{'young_pro': 0.256, 'grad_student_intl': 0.259, 'affluent_couple': 0.26, 'med_resident': 0.129, 'retired_urbanite': 0.095}",10238.0,0.251,2512,3,563,751,high,high,1.09,0.37,1,"['matte_black', 'warm_wood', 'minimal']","['bike_storage', 'study_lounge', 'community_room']"
A0909,young_pro,"{'young_pro': 0.335, 'grad_student_intl': 0.194, 'affluent_couple': 0.25, 'med_resident': 0.143, 'retired_urbanite': 0.079}",7099.0,0.263,1873,1,560,770,low,med,0.92,0.79,3,"['minimal', 'warm_wood', 'calm']","['quiet_zone', 'roof_deck', 'gym']"
A0910,young_pro,"{'young_pro': 0.301, 'grad_student_intl': 0.255, 'affluent_couple': 0.184, 'med_resident': 0.132, 'retired_urbanite': 0.127}",5366.0,0.272,1509,1,533,752,low,high,1.01,0.65,5,"['task_lighting', 'classic', 'soft_light']","['package_room', 'laundry_shared', 'study_lounge']"
A0911,young_pro,"{'young_pro': 0.312, 'grad_student_intl': 0.296, 'affluent_couple': 0.14, 'med_resident': 0.14, 'retired_urbanite': 0.112}",7541.0,0.273,2017,1,577,741,high,med,0.98,0.26,1,"['task_lighting', 'soft_light', 'art_display']","['roof_deck', 'in_unit_laundry', 'wifi']"
